Naslov,Spletna povezava,Dolžina,Datum,EksplicitnostOpis
452: James Beshara,https://audioboom.com/posts/7910562,7708,"Fri, 23 Jul 2021 16:26:23 +0000",no,"<![CDATA[<div> <strong>James Beshara</strong>, brilliant entrepreneur, philosopher, and Bhagavad Gita-infatuate, joins the DTFH!<br> <br> Check out James' podcast <a href=""https://belowthelinepod.com/""><strong>Below the Line</strong></a>! You can also learn more about James on his <a href=""https://jjbeshara.com/""><strong>website</strong></a>, or follow him on <a href=""https://twitter.com/jamesbeshara""><strong>Twitter</strong></a>, <a href=""https://www.facebook.com/jjbeshara""><strong>Facebook</strong></a>, and <a href=""https://www.instagram.com/jjbeshara/""><strong>Instagram</strong></a>.<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://purple.com/duncan""><strong>Purple</strong></a> - Visit <a href=""https://purple.com/duncan"">Purple.com/Duncan10</a> and use promo code DUNCAN10 for $200 Off any mattress order of $1500 or more!</li> </ul> ]]>"
451: Dr. Benjy Epstein,https://audioboom.com/posts/7906924,4859,"Sat, 17 Jul 2021 03:07:07 +0000",no,"<![CDATA[<div> <strong>Benjy Epstein</strong>, Duncan's rabbi and brilliant jewish scholar/author, joins the DTFH!<br> <br> Check out Benjy's book, <a href=""https://www.amazon.com/Living-Presence-Jewish-Mindfulness-Everyday/dp/1602803196""><strong>Living in the Presence: A Jewish Mindfulness Guide to Everyday Life</strong></a>, everywhere you can buy books. You can also follow Benjy on <a href=""https://twitter.com/beherenow365""><strong>Twitter</strong></a><strong> </strong>and<strong> </strong><a href=""https://www.instagram.com/drbenjyepstein/""><strong>Instagram</strong></a>!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> <li> <a href=""https://athleticgreens.com/duncan""><strong>Athletic Greens</strong></a> - Visit <a href=""https://athleticgreens.com/duncan"">AthleticGreens.com/Duncan</a> for a FREE 1 year supply of vitamin D and 5 FREE travel packs with your first purchase!</li> </ul> ]]>"
450: Miguel Conner,https://audioboom.com/posts/7902267,4603,"Sat, 10 Jul 2021 05:00:24 +0000",no,"<![CDATA[<div> <strong>Miguel Conner</strong>, expert in Gnosticism and host of <a href=""https://podcasts.apple.com/us/podcast/aeon-byte-gnostic-radio/id347832278""><strong>Aeon Byte Gnostic Radio</strong></a>, joins the DTFH!<br> <br> You can learn more about Miguel and Gnosticism on his site, <a href=""https://thegodabovegod.com/""><strong><a href=""http://TheGodAboveGod.com"">TheGodAboveGod.com</a></strong></a>, and be sure to follow him on <a href=""https://twitter.com/AeonByte""><strong>twitter</strong></a>!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://www.shudder.com/""><strong>Shudder</strong></a> - Use promo code DUNCAN for a FREE 30 Day Trial!</li> </ul> ]]>"
449: Adam Strauss,https://audioboom.com/posts/7898250,8081,"Sat, 03 Jul 2021 15:32:52 +0000",no,"<![CDATA[<div> <strong>Adam Strauss</strong>, actual human being (not an AI) and the best, joins the DTFH!<br> <br> You can learn more about Adam on his website, <a href=""https://adamstrauss.com/""><strong><a href=""http://AdamStrauss.com"">AdamStrauss.com</a></strong></a>. Also check out his live show when he's in your area! More info at <a href=""https://www.themushroomcure.com/""><strong><a href=""http://TheMushroomCure.com"">TheMushroomCure.com</a></strong></a>.<br> <br> Adam is also on <a href=""https://twitter.com/atomstrauss""><strong>twitter</strong></a>, <a href=""https://www.instagram.com/atomstrauss/""><strong>instagram</strong></a>, and has a youtube show called <a href=""https://youtu.be/JaD50SKIPys""><strong>The Trip Report</strong></a>. Try them all!<br> <br>  </div> <ul> <li> <a href=""https://DameProducts.com/Duncan""><strong>Dame Products</strong></a> - Visit <a href=""https://DameProducts.com/Duncan"">DameProducts.com/Duncan</a> and use offer code: DUNCAN for 10% off your order!</li> <li> <a href=""https://athleticgreens.com/duncan""><strong>Athletic Greens</strong></a> - Visit <a href=""https://athleticgreens.com/duncan"">AthleticGreens.com/Duncan</a> for a FREE 1 year supply of vitamin D and 5 FREE travel packs with your first purchase!</li> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> </ul> ]]>"
448: Robert Ryan,https://audioboom.com/posts/7894000,5146,"Sat, 26 Jun 2021 09:00:00 +0000",no,"<![CDATA[<div> <strong>Robert Ryan</strong>, purveyor of beautiful tattoos and highly-disciplined mystical yogi, re-joins the DTFH!<br> <br> If you enjoy Robert be sure to follow him on <a href=""https://twitter.com/robertryan323""><strong>Twitter</strong></a>! And check out his website, <a href=""https://rakinglightprojects.com/collections/robert-ryan""><strong>Raking Light Projects</strong></a>.<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://hellofresh.com/duncan90""><strong>Hello Fresh</strong></a> - Visit <a href=""https://hellofresh.com/duncan90"">hellofresh.com/duncan90</a> and use code DUNCAN90 at checkout for $90 off, including free shipping!</li> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> </ul> <div><br> </div> ]]>"
447: Rainn Wilson &amp; Reza Aslan,https://audioboom.com/posts/7893819,4451,"Fri, 25 Jun 2021 17:12:31 +0000",no,"<![CDATA[<div> <strong>Rainn Wilson</strong> &amp; <strong>Reza Aslan</strong>, hosts of <a href=""https://soulpancake.com/portfolio_page/metaphysical-milkshake/""><strong>Metaphysical Milkshake</strong></a>, join the DTFH!<br> <br> Check out Metaphysical Milkshake on <a href=""https://www.youtube.com/playlist?list=PLzvRx_johoA-HwuP429ZWOTsa84S60x9H""><strong>youtube</strong></a> and <a href=""https://podcasts.apple.com/us/podcast/metaphysical-milkshake-with-rainn-reza/id1566052074""><strong>everywhere</strong></a> <a href=""https://open.spotify.com/show/0zUGqUkBdL3Cc5IP8DtUEY?si=P2_FG-QXT2atP8I7H0JSpQ&amp;dl_branch=1""><strong>else</strong></a> you can listen to <a href=""https://www.stitcher.com/show/metaphysical-milkshake-with-rainn-reza""><strong>podcasts</strong></a>.<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:</div> <div><br> </div> <ul> <li> <a href=""https://upstart.com/duncan""><strong>Upstart</strong></a> - Visit <a href=""https://upstart.com/duncan"">upstart.com/duncan</a> and see how Upstart can help you with your debt.</li> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> </ul> ]]>"
446: Jeremy Corbell,https://audioboom.com/posts/7889777,5652,"Sat, 19 Jun 2021 08:13:11 +0000",no,"<![CDATA[<div> <strong>Jeremy Corbell</strong>, UFO documentary filmmaker, re-joins the DTFH!<br> <br> Check out <a href=""https://www.extraordinarybeliefs.com/""><strong>Extraordinary Beliefs</strong></a>, Jeremy's investigative film series, and check his <a href=""https://www.youtube.com/channel/UCkgPT7LeB_t1aXTYyMiFVAg""><strong>Youtube</strong></a> for his latest UFO releases!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://candidco.com/duncan""><strong>Candid</strong></a> - <a href=""https://candidco.com/duncan"">Candidco.com/Duncan</a> and use code DUNCAN and receive $75 Off your Candid Starter Kit.</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> <li> <a href=""https://mysheetsrock.com/duncan""><strong>My Sheets Rock</strong></a> - Visit <a href=""https://mysheetsrock.com/duncan"">MySheetsRock.com/Duncan</a> and use offer code DUNCAN for 10% Off and Free Shipping!</li> </ul> ]]>"
445: Chris Mansfield,https://audioboom.com/posts/7885500,4594,"Sat, 12 Jun 2021 18:00:00 +0000",no,"<![CDATA[<div> <strong>Chris Mansfield</strong>, musician of RENOWN from the awesome Fences, joins the DTFH!<br> <br> Follow Chris on <a href=""https://www.instagram.com/fencesmusic/""><strong>Instagram</strong></a>, <a href=""https://twitter.com/ffeenncceess""><strong>Twitter</strong></a>, and <a href=""https://myspace.com/fencesvswolf""><strong>MySpace</strong></a>. And <a href=""https://orcd.co/wideeyedelkensemble""><strong>click here</strong></a> to find all the places you can stream or download music by Fences!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:</div> <div><br> </div> <ul> <li> <a href=""https://www.babbel.com/""><strong>Babbel</strong></a> - Sign up for a 3-month subscription with promo code DUNCAN to get an extra 3 months FREE!</li> <li> <a href=""https://thecoldplunge.com/""><strong>Plunge</strong></a> - Visit <a href=""https://thecoldplunge.com/"">TheColdPlunge.com</a> and use code DTFH to get $111 off your brand new cold plunge!</li> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> </ul> ]]>"
444: Johnny Pemberton,https://audioboom.com/posts/7885340,4617,"Fri, 11 Jun 2021 18:09:10 +0000",no,"<![CDATA[<div> <strong>Johnny Pemberton</strong>, beautiful, powerful comedic genius, re-joins the DTFH!<br> <br> Check out <a href=""https://www.johnnypemberton.dog/"">Johnny's website</a> to see his upcoming tour dates. Go see him live!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://athleticgreens.com/duncan""><strong>Athletic Greens</strong></a> - Visit <a href=""https://athleticgreens.com/duncan"">AthleticGreens.com/Duncan</a> for a FREE 1 year supply of vitamin D and 5 FREE travel packs with your first purchase!</li> <li> <a href=""https://meundies.com/duncan""><strong>MeUndies</strong></a> - Visit <a href=""https://meundies.com/duncan"">MeUndies.com/Duncan</a> for 15% Off your first order + FREE Shipping!</li> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> </ul> ]]>"
443: Jason Louv,https://audioboom.com/posts/7881189,7249,"Sat, 05 Jun 2021 05:34:59 +0000",no,"<![CDATA[<div> <strong>Jason Louv</strong>, AKA Soul Bird from The Midnight Gospel and SO MUCH MORE, re-joins the DTFH!<br> <br> Visit Jason's website, <a href=""https://ultraculture.org/""><strong>ULTRACULTURE</strong></a>, for all kinds of wild, magical content. And visit <a href=""https://www.magick.me/""><strong><a href=""http://Magick.me"">Magick.me</a></strong></a> to start learning it!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://myomigo.com/""><strong>Omigo</strong></a> - Use offer code: <strong>DUNCAN15</strong> to save 15% on your first order.</li> <li> <a href=""https://storyworth.com/duncan""><strong>StoryWorth</strong></a> - Visit <a href=""https://storyworth.com/duncan"">StoryWorth.com/Duncan</a> and receive $10 off your first purchase!</li> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhelp.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> </ul> ]]>"
442: Neal Allen,https://audioboom.com/posts/7880329,4743,"Thu, 03 Jun 2021 22:48:01 +0000",no,"<![CDATA[<div> <strong>Neal Allen</strong>, author and student of the Diamond Heart school, joins the DTFH!<br> <br> Be sure to read Neal's new book, <a href=""https://www.shapesoftruth.com/""><strong>Shapes of Truth</strong></a>, available now!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> <li> <a href=""https://upstart.com/duncan""><strong>Upstart</strong></a> - Visit <a href=""https://upstart.com/duncan"">upstart.com/duncan</a> and see how Upstart can help you with your debt.</li> </ul> ]]>"
441: Chris Gethard,https://audioboom.com/posts/7877094,4678,"Sat, 29 May 2021 18:02:18 +0000",no,"<![CDATA[<div> <strong>Chris Gethard</strong>, brilliant comedian and author, joins the DTFH!<br> <br> Check out Chris' new comedy special, <a href=""https://www.youtube.com/watch?v=tExqXQNJ9pw""><strong>Half My Life</strong></a>, premiering on Amazon Prime Video, Apple TV, Spectrum, YouTube, Dish, Vimeo and more starting June 1st! You can also hear more of Chris on his podcasts: <a href=""https://podcasts.apple.com/us/podcast/new-jersey-is-the-world/id1548791597""><strong>New Jersey is the World</strong></a> and <a href=""https://podcasts.apple.com/us/podcast/beautiful-stories-from-anonymous-people/id1090147504""><strong>Beautiful/Anonymous</strong></a>.<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:</div> <div><br> </div> <ul> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> <li> <a href=""https://purple.com/duncan""><strong>Purple</strong></a> - Visit <a href=""https://purple.com/duncan"">Purple.com/Duncan10</a> and use promo code DUNCAN10 for $200 Off any mattress order of $1500 or more!</li> <li> <a href=""https://meundies.com/duncan""><strong>MeUndies</strong></a> - Visit <a href=""https://meundies.com/duncan"">MeUndies.com/Duncan</a> for 15% Off your first order + FREE Shipping!</li> </ul> ]]>"
440: Erin Trussell,https://audioboom.com/posts/7871852,4558,"Sat, 22 May 2021 01:06:11 +0000",no,"<![CDATA[<div> <strong>Erin Trussell</strong>, Duncan's BELOVED and someone he actually married and had babies with, re-joins the DTFH!<br> <br> Original music by <a href=""https://www.twitch.tv/aarongoldberg""><strong>Aaron Michael Goldberg</strong></a>.<br> <br>  </div> <div>This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> <li> <a href=""https://ziprecruiter.com/duncan""><strong>ZipRecruiter</strong></a> - Try for FREE at <a href=""https://ziprecruiter.com/duncan"">ZipRecruiter.com/Duncan</a> </li> </ul> ]]>"
